JOB ID          REPLACED PAGE   PLACED PAGE     FRAME           STATUS          
7               14              68              85              NR:NM           
19              21              32              38              NR:NM           
12              8               6               75              NR:M            
14              15              2               4               NR:NM           
15              12              49              33              NR:NM           
18              75              60              61              NR:NM           
16              15              27              67              NR:NM           
7               98              67              48              NR:NM           
12              7               3               23              NR:NM           
16              11              24              74              NR:NM           
14              11              5               1               NR:NM           
15              13              34              43              NR:NM           
13              38              16              66              NR:NM           
18              55              104             116             NR:NM           
12              6               10              75              NR:NM           
16              27              7               67              NR:NM           
19              25              24              123             NR:NM           
18              76              22              32              NR:NM           
7               68              102             85              NR:NM           
13              23              29              2               NR:NM           
19              32              16              38              NR:NM           
14              2               18              4               NR:NM           
16              24              19              74              NR:NM           
15              50              33              27              NR:NM           
13              16              30              66              NR:NM           
7               67              37              48              NR:NM           
19              24              26              123             NR:NM           
18              77              39              59              NR:NM           
14              5               14              1               NR:NM           
16              7               13              67              NR:NM           
15              51              2               11              NR:NM           
13              29              5               2               NR:NM           
18              22              70              32              NR:NM           
14              18              17              4               NR:NM           
13              30              38              66              NR:NM           
7               101             83              6               NR:NM           
19              16              27              38              NR:NM           
18              39              105             59              NR:NM           
16              19              26              74              NR:NM           
15              33              48              27              NR:NM           
7               37              54              48              NR:NM           
12              12              4               90              NR:M            
18              70              74              32              NR:NM           
16              13              24              67              NR:NM           
15              2               30              11              NR:NM           
13              5               0               2               NR:NM           
7               83              34              6               NR:NM           
19              26              11              123             NR:NM           
13              42              6               82              NR:NM           
12              3               5               23              NR:NM           
19              10              18              121             NR:M            
18              79              54              109             NR:NM           
16              26              25              74              NR:NM           
14              14              0               1               NR:NM           
15              48              7               27              NR:NM           
13              0               2               2               NR:NM           
7               54              6               48              NR:NM           
15              30              19              11              NR:NM           
18              83              65              114             NR:NM           
14              4               8               21              NR:M            
12              4               2               90              NR:NM           
7               34              17              6               NR:NM           
15              7               23              27              NR:NM           
18              54              76              109             NR:NM           
14              0               6               1               NR:NM           
19              11              9               123             NR:NM           
12              5               4               23              NR:M            
16              57              16              47              NR:NM           
7               6               55              48              NR:NM           
13              6               30              82              NR:NM           
16              24              26              67              NR:NM           
15              19              21              11              NR:NM           
14              8               19              21              NR:NM           
12              2               8               90              NR:NM           
7               17              75              6               NR:NM           
15              23              19              27              NR:NM           
19              18              2               121             NR:NM           
12              4               3               23              NR:NM           
7               55              97              48              NR:NM           
16              16              27              47              NR:NM           
18              65              24              114             NR:NM           
13              2               10              2               NR:NM           
18              76              9               109             NR:NM           
16              25              19              74              NR:NM           
15              21              24              11              NR:NM           
19              9               32              123             NR:NM           
7               75              82              6               NR:NM           
12              8               0               90              NR:NM           
18              24              59              114             NR:NM           
16              26              45              67              NR:NM           
19              2               0               121             NR:NM           
13              30              36              82              NR:NM           
12              3               9               23              NR:NM           
15              19              54              27              NR:NM           
16              19              52              74              NR:NM           
13              43              21              78              NR:NM           
7               97              48              48              NR:NM           
18              9               42              109             NR:NM           
19              32              15              123             NR:NM           
12              0               1               90              NR:NM           
18              59              49              114             NR:NM           
16              27              9               47              NR:NM           
13              36              22              82              NR:NM           
15              24              25              11              NR:NM           
7               82              20              6               NR:NM           
18              42              98              109             NR:NM           
16              45              27              67              NR:NM           
19              0               32              121             NR:NM           
12              10              5               75              NR:M            
16              9               36              47              NR:NM           
7               48              2               48              NR:NM           
18              49              68              114             NR:NM           
13              21              17              78              NR:NM           
19              13              30              30              NR:M            
15              52              30              9               NR:NM           
7               20              24              6               NR:NM           
16              27              34              67              NR:NM           
13              22              18              82              NR:NM           
16              36              15              47              NR:NM           
13              17              5               78              NR:NM           
19              32              8               121             NR:NM           
12              9               8               23              NR:M            
7               2               72              48              NR:NM           
18              84              64              108             NR:NM           
16              34              32              67              NR:NM           
15              53              5               77              NR:NM           
12              1               9               90              NR:NM           
7               24              15              6               NR:NM           
18              68              15              114             NR:NM           
13              18              24              82              NR:NM           
19              30              7               30              NR:NM           
7               72              47              48              NR:NM           
16              15              30              47              NR:NM           
13              5               28              78              NR:NM           
15              54              53              27              NR:NM           
19              8               2               121             NR:M            
18              64              40              108             NR:NM           
16              32              42              67              NR:NM           
15              5               8               77              NR:NM           
12              8               10              23              NR:NM           
19              7               21              30              NR:NM           
7               15              16              6               NR:NM           
16              30              2               47              NR:NM           
13              24              6               82              NR:NM           
18              15              0               114             NR:NM           
15              53              0               27              NR:NM           
19              2               34              121             NR:NM           
7               47              9               48              NR:NM           
13              28              37              78              NR:NM           
7               102             93              85              NR:NM           
16              42              57              67              NR:NM           
7               9               42              48              NR:NM           
18              40              22              108             NR:NM           
13              6               8               82              NR:NM           
12              5               13              75              NR:M            
15              3               18              45              NR:M            
18              0               42              114             NR:NM           
13              37              32              78              NR:NM           
16              2               54              47              NR:NM           
12              9               7               90              NR:M            
15              0               3               27              NR:NM           
7               93              98              85              NR:NM           
18              22              44              108             NR:NM           
13              8               5               82              NR:NM           
7               42              44              48              NR:NM           
12              13              2               75              NR:NM           
15              18              35              45              NR:NM           
7               98              106             85              NR:NM           
18              42              18              114             NR:NM           
16              52              20              74              NR:NM           
13              32              42              78              NR:NM           
15              3               13              27              NR:NM           
16              59              50              40              NR:NM           
13              44              12              83              NR:NM           
18              44              15              108             NR:NM           
15              35              15              45              NR:NM           
16              20              30              74              NR:NM           
13              42              28              78              NR:NM           
18              18              57              114             NR:NM           
16              50              34              40              NR:NM           
15              13              28              27              NR:NM           
16              30              38              74              NR:NM           
13              12              23              83              NR:NM           
18              15              73              108             NR:NM           
15              15              19              45              NR:NM           
16              34              2               40              NR:NM           
13              28              31              78              NR:NM           
15              28              15              27              NR:NM           
18              57              30              114             NR:NM           
15              19              56              45              NR:NM           
16              38              52              74              NR:NM           
18              73              106             108             NR:NM           
13              23              39              83              NR:NM           
13              31              11              78              NR:NM           
16              2               38              40              NR:NM           
13              39              6               83              NR:NM           
16              52              13              74              NR:NM           
16              38              34              40              NR:NM           
13              11              21              78              NR:NM           
16              13              58              74              NR:NM           
13              4               45              125             NR:M            
16              34              31              40              NR:NM           
16              58              28              74              NR:NM           
16              31              23              40              NR:NM           
16              28              53              74              NR:NM           
16              23              32              40              NR:NM           
16              53              23              74              NR:NM           
16              32              22              40              NR:NM           
16              23              17              74              NR:NM           
16              22              32              40              NR:NM           
16              17              0               74              NR:NM           
16              32              17              40              NR:NM           
16              63              35              3               NR:NM           
16              0               40              74              NR:NM           
16              17              37              40              NR:NM           
16              35              44              3               NR:NM           
16              37              36              40              NR:NM           
16              40              38              74              NR:NM           
16              36              15              40              NR:NM           
16              38              34              74              NR:NM           
16              15              17              40              NR:NM           
16              34              3               74              NR:NM           
16              17              40              40              NR:NM           
16              3               25              74              NR:NM           
16              40              60              40              NR:NM           
16              25              52              74              NR:NM           
16              60              4               40              NR:NM           
16              52              15              74              NR:NM           
16              64              59              124             NR:NM           
16              15              26              74              NR:NM           
16              59              46              124             NR:NM           
16              26              12              74              NR:NM           
16              46              36              124             NR:NM           
16              12              68              74              NR:NM           
